problem,kernel,kind,gpu,shape,m,n,k,dtype,repetition,samples,median_ms,median_tflops,mean_ms,std_ms,min_ms,max_ms,correct,max_abs,max_rel,kernel_path
gemm_hopper_bf16,cublas,reference,H100!,64x64x64,64,64,64,bf16,0,2,0.02817599941045046,0.018607609702232672,0.02817599941045046,0.0074720000848174095,0.02070399932563305,0.03564799949526787,True,0.0,0.0,kernels/reference/cublas.py
gemm_hopper_bf16,triton_v0,triton,H100!,64x64x64,64,64,64,bf16,0,2,0.042927999049425125,0.012213194456055624,0.042927999049425125,0.008432000875473022,0.0344959981739521,0.05135999992489815,True,0.0,0.0,kernels/triton/triton_v0.py
gemm_hopper_bf16,gluon_smoke,gluon,H100!,64x64x64,64,64,64,bf16,0,2,0.08105599880218506,0.006468219598151033,0.08105599880218506,0.009984001517295837,0.07107199728488922,0.0910400003194809,True,0.0,0.0,kernels/gluon/gluon_smoke.py
gemm_hopper_bf16,cute_dsl_smoke,cute_dsl,H100!,64x64x64,64,64,64,bf16,0,2,0.09884800016880035,0.0053039818620982315,0.09884800016880035,0.014239996671676636,0.08460800349712372,0.11308799684047699,True,0.0,0.0,kernels/cute_dsl/cute_dsl_smoke.py
gemm_hopper_bf16,cuda_inline_ptx_v0,native_cuda,H100!,64x64x64,64,64,64,bf16,0,2,0.20667200535535812,0.002536811887505148,0.20667200535535812,0.07310400158166885,0.13356800377368927,0.279776006937027,True,0.0,0.0,kernels/native_cuda/cuda_inline_ptx_v0.cu
